-5.000000	0.999800
-4.500000	0.999400
-4.000000	0.996200
-3.500000	0.987400
-3.000000	0.972200
-2.500000	0.933800
-2.000000	0.872800
-1.500000	0.781400
-1.000000	0.676600
-0.500000	0.537800
0.000000	0.415800
0.500000	0.303400
1.000000	0.207600
1.500000	0.138400
2.000000	0.091400
2.500000	0.052600
3.000000	0.029800
3.500000	0.016200
4.000000	0.007800
4.500000	0.003800
5.000000	0.001200
5.500000	0.000600
6.000000	0.000400
6.500000	0.000390
7.000000	0.000380
7.500000	0.000200
8.000000	0.000100
8.500000	0.000000
