2.10106382978723e+001	1.00
2.30243161094225e+001	9.80233362531250e-001
2.49620060790274e+001	9.41864524244477e-001
2.70136778115502e+001	8.87108782030274e-001
2.89893617021277e+001	8.10885505605222e-001
3.10410334346505e+001	7.26560320780782e-001
3.30167173252280e+001	6.64131891153920e-001
3.49924012158055e+001	6.25522267697272e-001
3.70060790273556e+001	5.83305341964224e-001
3.90197568389058e+001	5.60473280545866e-001
4.10334346504559e+001	5.49394608398395e-001
4.29711246200608e+001	5.38534924346899e-001
4.50227963525836e+001	5.33185846789131e-001
4.69984802431611e+001	5.22646555452182e-001
4.89741641337386e+001	5.22646555452182e-001
60	0
