9.50008625058213e-001	1
4.97804519530504e+000	9.99778920966395e-001
8.96808142054953e+000	9.99601755502524e-001
1.09821424644601e+001	9.89573420188640e-001
1.29963745435194e+001	9.41257559022786e-001
1.49729911066609e+001	8.18292204012645e-001
1.69879073263150e+001	6.63325424777377e-001
1.90030373399050e+001	5.11498281190218e-001
2.09804235612157e+001	3.71468175009276e-001
2.29959811626774e+001	2.59201646750426e-001
2.49732818664137e+001	1.92041667350554e-001
2.69887111915139e+001	1.38080397741593e-001
2.89661829303990e+001	9.82944924941209e-002
3.09813129439889e+001	7.57960754754449e-002
3.49742567667613e+001	3.84096453554821e-002
3.69897716094359e+001	2.70705188946739e-002
3.90050298993874e+001	2.02578661918408e-002
4.09820312916135e+001	1.60965344444346e-002
4.29968192349060e+001	1.34453165238387e-002
4.50112223491140e+001	1.22877093362580e-002
4.69874968419581e+001	1.15715617926058e-002
4.90017716798046e+001	1.08971340919732e-002
60	0
