1.02583586626140e+000	0.99006
7.02887537993921e+000	0.99006
9.00455927051672e+000	9.70497050095711e-001
1.10182370820669e+001	9.04997540319887e-001
1.30319148936170e+001	7.56158288148739e-001
1.50075987841945e+001	5.71775356736032e-001
1.70212765957447e+001	4.03172897173205e-001
1.90349544072948e+001	2.65100413185063e-001
2.10106382978723e+001	1.76061638754281e-001
2.30243161094225e+001	1.30498925684569e-001
2.50000000000000e+001	9.86778442508933e-002
2.70136778115502e+001	8.24489199833505e-002
2.90273556231003e+001	6.68566341673037e-002
3.10410334346505e+001	5.69875973131890e-002
3.30167173252280e+001	4.85753775669195e-002
3.50303951367781e+001	3.93890695983161e-002
3.70060790273556e+001	3.49423895566679e-002
3.90197568389058e+001	3.16227766016838e-002
4.10714285714286e+001	2.94885337773945e-002
4.30471124620061e+001	2.77742038369129e-002
4.50227963525836e+001	2.64219774709964e-002
4.69984802431611e+001	2.56424511932973e-002
4.90121580547113e+001	2.53877537651397e-002
60	0
