9.88008970060542e-001	1
3.00202725518395e+000	9.99866671678790e-001
1.49721359309174e+001	9.99335222824006e-001
1.69481966298257e+001	9.89311231224815e-001
1.90003862951001e+001	9.50457716125622e-001
2.10150032032440e+001	8.26289063173977e-001
2.29921328718316e+001	6.37162594918752e-001
2.49700321985884e+001	4.10436558110908e-001
2.69865304933680e+001	2.29868319977679e-001
2.90034563760193e+001	1.16495946919081e-001
3.29991367611709e+001	3.11412107224550e-002
3.50152929856531e+001	1.88925112951458e-002
3.69545933443871e+001	1.39974245483649e-002
3.90455530128330e+001	1.12337501441060e-002
4.09840409546107e+001	1.00634257619100e-002
4.29983585512443e+001	9.38266097677952e-003
4.50125906303036e+001	8.92455313367078e-003
4.69887368467862e+001	8.66020048106164e-003
4.90028406494840e+001	8.48806737906520e-003
50	0
