9.88051728847717e-001	1
3.00258311941723e+000	8.78052097180484e-001
5.01732830392262e+000	7.40796754487575e-001
6.99450073129743e+000	5.65558064841201e-001
8.97192971139529e+000	4.06644117509613e-001
1.10256586930080e+001	2.72627304166780e-001
1.30039000900622e+001	1.62122764727149e-001
1.50212108017981e+001	7.50955917340730e-002
1.70006922036804e+001	3.34214326876403e-002
1.89806867110088e+001	1.31933174843357e-002
2.09993229451471e+001	4.48311773991588e-003
2.29803864221548e+001	1.37849634409084e-003
2.33997157395829e+001	1.01123768211583e-003
24	0
