1.30319148936170e+001	1.00
1.50075987841945e+001	9.70497050095711e-001
1.70212765957447e+001	9.04997540319887e-001
1.90349544072948e+001	7.86961991155237e-001
2.10106382978723e+001	6.31797691443369e-001
2.29863221884498e+001	4.32352674955153e-001
2.50000000000000e+001	2.54723705686566e-001
2.70136778115502e+001	1.34466071454518e-001
2.89893617021277e+001	6.48841662386963e-002
3.10030395136778e+001	2.72252012186855e-002
3.30167173252280e+001	1.15382176859816e-002
3.50303951367781e+001	5.45750597244147e-003
3.70060790273556e+001	2.96854305770497e-003
3.89817629179331e+001	1.99128282521597e-003
4.09954407294833e+001	1.63090155070160e-003
4.30091185410334e+001	1.52083088943266e-003
4.49848024316109e+001	1.43241666213180e-003
4.69984802431611e+001	1.41818897238619e-003
48	0
