1.10182370820669e+001	1.00
1.70212765957447e+001	9.90067352522671e-001
1.90349544072948e+001	9.51313586741978e-001
2.10106382978723e+001	8.69573624340539e-001
2.30243161094225e+001	6.64131891153920e-001
2.50000000000000e+001	4.19596995644966e-001
2.69376899696049e+001	2.44753169031848e-001
2.90273556231003e+001	1.02697694400348e-001
3.10030395136778e+001	4.44016228857172e-002
3.30167173252280e+001	1.82625195410608e-002
3.49924012158055e+001	6.86602218434960e-003
3.69680851063830e+001	2.65983986808088e-003
3.90197568389058e+001	1.33574188176528e-003
4.04255319148936e+001	1.02016523638586e-003
41	0
