9.88008970060542e-001	1
1.49721359309174e+001	9.99335222824006e-001
1.70622831824070e+001	9.69729175980935e-001
1.89627280203952e+001	8.77429882970291e-001
2.09396866538341e+001	7.04192256923406e-001
2.29554580492317e+001	4.67419357669255e-001
2.49725977258189e+001	2.25339690257913e-001
2.69902077490651e+001	9.73256161966745e-002
2.89705015679036e+001	3.58240876664978e-002
3.10269671118956e+001	1.26695471970997e-002
3.29701585202625e+001	3.78065356576497e-003
3.49887947544009e+001	1.28467423673240e-003
3.54458251053210e+001	1.01069677760509e-003
36	0
