-7.000000	1.000000
-6.500000	1.000000
-6.000000	1.000000
-5.500000	1.000000
-5.000000	1.000000
-4.500000	1.000000
-4.000000	1.000000
-3.500000	1.000000
-3.000000	0.999800
-2.500000	0.997400
-2.000000	0.991600
-1.500000	0.973800
-1.000000	0.939600
-0.500000	0.866000
0.000000	0.744600
0.500000	0.597400
1.000000	0.426600
1.500000	0.270200
2.000000	0.152600
2.500000	0.077000
3.000000	0.038800
3.500000	0.014200
4.000000	0.005400
4.500000	0.001000
5.000000	0.000400
5.500000	0.000200
6.000000	0.000000
