-2.000000	1.000000
-1.500000	1.000000
-1.000000	1.000000
-0.500000	1.000000
0.000000	1.000000
0.500000	1.000000
1.000000	1.000000
1.500000	0.999800
2.000000	0.998600
2.500000	0.996400
3.000000	0.987200
3.500000	0.966200
4.000000	0.921400
4.500000	0.849000
5.000000	0.724400
5.500000	0.569400
6.000000	0.399200
6.500000	0.254400
7.000000	0.142200
7.500000	0.068600
8.000000	0.030000
8.500000	0.014600
9.000000	0.006600
9.500000	0.002600
10.000000	0.001000
10.500000	0.000200
11.000000	0.000200
11.500000	0.000000
